"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2017-07-31 00:00:00,1.7751,1.7774,1.677,1.69,520185.27075898
2017-07-31 12:00:00,1.6897,1.76,1.63,1.7013,701926.69044373
2017-08-01 00:00:00,1.7181,1.7818,1.6573,1.6581,1064671.57848621
2017-08-01 12:00:00,1.6578,1.8135,1.645,1.778,742388.4458245999
2017-08-02 00:00:00,1.777,1.8018,1.74,1.7824,502909.67509959
2017-08-02 12:00:00,1.7822,1.793,1.673,1.7388,715772.4437835
2017-08-03 00:00:00,1.7499,1.773,1.7001,1.7659,368676.29502547
2017-08-03 12:00:00,1.768,1.7846,1.751,1.7799,365438.45296149
2017-08-04 00:00:00,1.7799,1.84,1.7504,1.7908,690682.58495901
2017-08-04 12:00:00,1.7908,1.84,1.7417,1.7622,455611.98042157
2017-08-05 00:00:00,1.7623,1.8222,1.7294,1.801,897714.91914365
2017-08-05 12:00:00,1.7984,2.0,1.773,1.853,1340629.1783258
2017-08-06 00:00:00,1.8485,1.853,1.775,1.7932,886058.62555242
2017-08-06 12:00:00,1.8029,1.8279,1.7002,1.7538,693300.82399309
2017-08-07 00:00:00,1.7505,1.803,1.7,1.797,718341.78890637
2017-08-07 12:00:00,1.7979,1.81,1.7522,1.7843,1064088.9205328
2017-08-08 00:00:00,1.7843,1.9839,1.7809,1.8808,1737100.19899643
2017-08-08 12:00:00,1.8789,1.9,1.784,1.8722,1016777.99076286
2017-08-09 00:00:00,1.8722,1.91,1.8,1.8108,893334.31611444
2017-08-09 12:00:00,1.8144,1.8558,1.788,1.8124,583763.90109144
2017-08-10 00:00:00,1.8184,1.8988,1.8045,1.8984,544109.69912442
2017-08-10 12:00:00,1.8984,1.9142,1.812,1.8362,1022485.48070723
2017-08-11 00:00:00,1.8361,1.8784,1.8198,1.8452,567365.18605319
2017-08-11 12:00:00,1.845,1.8547,1.6642,1.757,1656541.70856067
2017-08-12 00:00:00,1.757,1.83,1.7119,1.7144,579306.10652259
2017-08-12 12:00:00,1.7131,1.765,1.6101,1.6454,1101062.99125288
2017-08-13 00:00:00,1.6516,1.668,1.5153,1.6177,1019871.86596812
2017-08-13 12:00:00,1.6086,1.686,1.5195,1.5967,1356679.85235591
2017-08-14 00:00:00,1.5997,1.6779,1.5865,1.6148,483855.48944622
2017-08-14 12:00:00,1.6228,1.6385,1.5051,1.6,1186536.60055101
2017-08-15 00:00:00,1.5999,1.7271,1.521,1.6878,1464424.10615293
2017-08-15 12:00:00,1.6713,1.6857,1.57,1.6183,726580.99831067
2017-08-16 00:00:00,1.6273,1.6499,1.55,1.5696,609552.64369373
2017-08-16 12:00:00,1.5695,1.6249,1.55,1.6019,1104673.32906795
2017-08-17 00:00:00,1.6018,1.6201,1.54,1.54,620822.85203886
2017-08-17 12:00:00,1.5485,1.554,1.48,1.5059,1168799.30672097
2017-08-18 00:00:00,1.523,1.5329,1.41,1.4516,1144983.72120061
2017-08-18 12:00:00,1.455,1.471,1.3304,1.3979,839136.5507526
2017-08-19 00:00:00,1.394,1.4315,1.28,1.2894,831150.66876421
2017-08-19 12:00:00,1.2851,1.4161,1.285,1.39,732987.80779947
2017-08-20 00:00:00,1.3987,1.42,1.323,1.37,630530.55148126
2017-08-20 12:00:00,1.371,1.3995,1.3496,1.3593,637118.05796647
2017-08-21 00:00:00,1.3594,1.41,1.3072,1.35,1374917.16300618
2017-08-21 12:00:00,1.351,1.3764,1.3042,1.329,543017.081461
2017-08-22 00:00:00,1.329,1.3313,1.2351,1.253,1596461.26544787
2017-08-22 12:00:00,1.253,1.299,1.25,1.27,792447.11454276
2017-08-23 00:00:00,1.2686,1.545,1.2565,1.4223,3758139.08049487
2017-08-23 12:00:00,1.4231,1.4746,1.37,1.416,1435568.1184502
2017-08-24 00:00:00,1.4175,1.4218,1.3301,1.3603,900896.16557393
2017-08-24 12:00:00,1.3675,1.415,1.3248,1.371,1032664.06925692
2017-08-25 00:00:00,1.3789,1.4478,1.3331,1.349,970101.65003695
2017-08-25 12:00:00,1.3435,1.42,1.3371,1.3676,827751.86267794
2017-08-26 00:00:00,1.364,1.37,1.3304,1.3532,757181.07936283
2017-08-26 12:00:00,1.3579,1.394,1.3412,1.365,591600.37303146
2017-08-27 00:00:00,1.364,1.38,1.325,1.3518,692296.8793376
2017-08-27 12:00:00,1.352,1.3534,1.315,1.3435,646881.54119902
2017-08-28 00:00:00,1.3479,1.3553,1.2738,1.3251,804391.26166599
2017-08-28 12:00:00,1.3324,1.364,1.3151,1.3241,727882.52044592
2017-08-29 00:00:00,1.3241,1.354,1.317,1.3396,666841.34654992
2017-08-29 12:00:00,1.3367,1.3777,1.3096,1.31,918765.12654636
2017-08-30 00:00:00,1.31,1.344,1.222,1.26,1632973.89057851
2017-08-30 12:00:00,1.2656,1.3,1.251,1.251,667795.52727973
2017-08-31 00:00:00,1.2518,1.3399,1.2458,1.3312,1857962.69555509
2017-08-31 12:00:00,1.3309,1.357,1.295,1.3441,1279859.98121043
2017-09-01 00:00:00,1.3402,1.3498,1.2727,1.2911,919063.81297011
2017-09-01 12:00:00,1.2907,1.35,1.2847,1.3203,1720730.43239999
2017-09-02 00:00:00,1.3246,1.4361,1.293,1.306,2271210.16212689
2017-09-02 12:00:00,1.3081,1.3185,1.1856,1.235,1243812.32070487
2017-09-03 00:00:00,1.235,1.3255,1.2276,1.2511,1453420.77716987
2017-09-03 12:00:00,1.2521,1.31,1.21,1.3006,1195762.58145347
2017-09-04 00:00:00,1.3008,1.305,1.0011,1.0111,5164257.49162562
2017-09-04 12:00:00,1.0145,1.02,0.8216,0.91,5802686.88347503
2017-09-05 00:00:00,0.91,0.9329,0.75,0.8549,5002859.91406666
2017-09-05 12:00:00,0.85577,0.9777,0.7759,0.923,4157103.11944342
2017-09-06 00:00:00,0.923,1.16,0.856,0.8855,7921591.95368837
2017-09-06 12:00:00,0.8878,0.965,0.8644,0.915,4488875.88366621
2017-09-07 00:00:00,0.91679,0.93539,0.8513,0.88055,3501113.53870536
2017-09-07 12:00:00,0.88055,1.0277,0.873,0.98516,6322086.29047512
2017-09-08 00:00:00,0.98679,0.9894,0.89,0.89,2718891.23319066
2017-09-08 12:00:00,0.89269,0.9116,0.77403,0.841,6028388.31729366
2017-09-09 00:00:00,0.8469,0.8487,0.7943,0.823,1085543.68248141
2017-09-09 12:00:00,0.823,0.823,0.756,0.81,2121971.67331552
2017-09-10 00:00:00,0.81,0.81538,0.6918,0.71,2819452.60132441
2017-09-10 12:00:00,0.712,0.76083,0.702,0.7367,1484075.21693035
2017-09-11 00:00:00,0.73991,0.7608,0.71,0.721,2094093.35107556
2017-09-11 12:00:00,0.7178,0.75,0.71501,0.7324,690310.23276452
2017-09-12 00:00:00,0.7323,0.83259,0.728,0.7935,3623192.7301543
2017-09-12 12:00:00,0.79,0.8977,0.746,0.8599,3922749.56713178
2017-09-13 00:00:00,0.8599,0.86,0.6653,0.67617,4624891.18935398
2017-09-13 12:00:00,0.675,0.755,0.656,0.725,2955834.3741756
2017-09-14 00:00:00,0.72624,0.7649,0.6811,0.6842,3732223.00019707
2017-09-14 12:00:00,0.68449,0.7165,0.51,0.575,5465851.07887575
2017-09-15 00:00:00,0.5768,0.65,0.50333,0.511,3612521.20273069
2017-09-15 12:00:00,0.511,0.678,0.50849,0.6505,3409037.36693719
2017-09-16 00:00:00,0.6506,0.68001,0.59856,0.62999,1693095.28726088
2017-09-16 12:00:00,0.62999,0.6469,0.57804,0.61912,1024282.88651824
2017-09-17 00:00:00,0.62099,0.62499,0.56,0.59,1495366.38560305
2017-09-17 12:00:00,0.59,0.6564,0.58301,0.62524,1346214.1357473999
2017-09-18 00:00:00,0.6277,0.6921,0.6277,0.65838,1904324.48325782
2017-09-18 12:00:00,0.6577,0.7074,0.65511,0.70372,1043826.95277019
2017-09-19 00:00:00,0.70728,0.7075,0.6492,0.6839,746990.08780419
2017-09-19 12:00:00,0.6826,0.69739,0.6414,0.64635,912459.57123131
2017-09-20 00:00:00,0.64634,0.65216,0.6117,0.623,1072164.06884333
2017-09-20 12:00:00,0.62294,0.643,0.6011,0.60445,1205153.49228134
2017-09-21 00:00:00,0.60445,0.6102,0.58,0.5858,1195370.5213648
2017-09-21 12:00:00,0.5858,0.59848,0.53251,0.5423,2122573.93381077
2017-09-22 00:00:00,0.54232,0.57499,0.5351,0.53609,845674.85584502
2017-09-22 12:00:00,0.53607,0.5873,0.5321,0.56642,1305330.87568845
2017-09-23 00:00:00,0.568,0.58912,0.555,0.58912,900821.61097333
2017-09-23 12:00:00,0.58762,0.58999,0.5635,0.5739,1506957.96314228
2017-09-24 00:00:00,0.5739,0.578,0.55,0.5593,634773.33913652
2017-09-24 12:00:00,0.5589,0.56548,0.53701,0.54304,2543562.03631124
2017-09-25 00:00:00,0.54231,0.5649,0.5384,0.542,713367.22940121
2017-09-25 12:00:00,0.5422,0.58,0.542,0.5654,2268997.69150338
2017-09-26 00:00:00,0.571,0.5855,0.561,0.57884,1117558.97661326
2017-09-26 12:00:00,0.58,0.59,0.552,0.554,1873169.87705867
2017-09-27 00:00:00,0.5581,0.6296,0.55531,0.6114,4585484.06685617
2017-09-27 12:00:00,0.6142,0.6394,0.587,0.63226,2789400.09914993
2017-09-28 00:00:00,0.63262,0.824,0.63,0.72,7077866.09672705
2017-09-28 12:00:00,0.72581,0.819,0.7,0.80666,5425250.63341911
2017-09-29 00:00:00,0.80666,0.8449,0.695,0.7559,6091179.13335205
2017-09-29 12:00:00,0.757,0.783,0.705,0.715,2546826.10384693
2017-09-30 00:00:00,0.715,0.76,0.7049,0.74238,1988423.71825094
2017-09-30 12:00:00,0.74137,0.74608,0.71201,0.72331,2084110.70447471
2017-10-01 00:00:00,0.72508,0.7289,0.7,0.7028,1068371.60896806
2017-10-01 12:00:00,0.7028,0.73039,0.6714,0.70733,2072111.79386758
2017-10-02 00:00:00,0.71342,0.7229,0.66,0.6604,1041310.17349819
2017-10-02 12:00:00,0.6602,0.674,0.6301,0.65335,1624018.65739766
2017-10-03 00:00:00,0.65442,0.6711,0.621,0.62999,991210.4475655
2017-10-03 12:00:00,0.62862,0.63639,0.615,0.6325,1275321.13346704
2017-10-04 00:00:00,0.63062,0.63586,0.5854,0.5854,1842924.02242412
2017-10-04 12:00:00,0.586,0.60224,0.5806,0.60199,536253.5548589
2017-10-05 00:00:00,0.59888,0.61,0.57,0.592,1794560.19772502
2017-10-05 12:00:00,0.592,0.625,0.5853,0.60563,1612204.69559993
2017-10-06 00:00:00,0.60437,0.61269,0.585,0.60778,1117189.99930746
2017-10-06 12:00:00,0.60744,0.61067,0.592,0.59901,643558.80196953
2017-10-07 00:00:00,0.5965,0.60806,0.575,0.5799,952405.94979053
2017-10-07 12:00:00,0.57612,0.58879,0.57,0.58789,559759.45579969
2017-10-08 00:00:00,0.58331,0.60089,0.57443,0.57755,1412340.52796965
2017-10-08 12:00:00,0.57858,0.61,0.574,0.60439,1212758.56895451
2017-10-09 00:00:00,0.60313,0.6047,0.5797,0.58882,943605.29957244
2017-10-09 12:00:00,0.59059,0.59584,0.54401,0.555,2069354.75195494
2017-10-10 00:00:00,0.55671,0.5832,0.54973,0.5655,1659804.94010123
2017-10-10 12:00:00,0.5644,0.57469,0.549,0.55301,1499572.10782529
2017-10-11 00:00:00,0.55356,0.56989,0.549,0.56583,1378260.92691469
2017-10-11 12:00:00,0.56461,0.6321,0.55501,0.6138,3334235.72476581
2017-10-12 00:00:00,0.6138,0.6218,0.582,0.62001,2326884.23075401
2017-10-12 12:00:00,0.6209,0.6483,0.5861,0.59,2046915.7773549
2017-10-13 00:00:00,0.59,0.6219,0.555,0.5965,2578613.9320101
2017-10-13 12:00:00,0.59585,0.613,0.5755,0.58169,1464576.87477477
2017-10-14 00:00:00,0.58169,0.623,0.57812,0.60187,1873250.56820892
2017-10-14 12:00:00,0.60075,0.60721,0.57821,0.5808,894564.70960358
2017-10-15 00:00:00,0.5797,0.584,0.5611,0.565,1452528.14573308
2017-10-15 12:00:00,0.56502,0.5875,0.56,0.57163,980108.28244779
2017-10-16 00:00:00,0.56975,0.57876,0.55971,0.5732,706037.53246888
2017-10-16 12:00:00,0.57303,0.577,0.554,0.5586,1532172.8552921
2017-10-17 00:00:00,0.5592,0.5654,0.55,0.5524,727533.33937721
2017-10-17 12:00:00,0.552,0.56391,0.5417,0.55161,1602668.68325479
2017-10-18 00:00:00,0.55157,0.555,0.51834,0.52299,2288227.35656634
2017-10-18 12:00:00,0.52324,0.5477,0.511,0.54053,1284220.24370759
2017-10-19 00:00:00,0.54091,0.57448,0.54,0.5683,1788831.29845471
2017-10-19 12:00:00,0.56957,0.5907,0.54883,0.5669,1973256.94448695
2017-10-20 00:00:00,0.5679,0.5849,0.5555,0.56093,1135273.86154985
2017-10-20 12:00:00,0.56089,0.6,0.535,0.53531,1642461.6289193
2017-10-21 00:00:00,0.536,0.5419,0.51352,0.5195,1562191.29596749
2017-10-21 12:00:00,0.52,0.5297,0.506,0.52399,2160379.08924545
2017-10-22 00:00:00,0.52377,0.5375,0.5115,0.51615,686344.7125355
2017-10-22 12:00:00,0.51615,0.52287,0.5019,0.5177,984132.76885615
2017-10-23 00:00:00,0.5177,0.5235,0.484,0.49636,1768687.57982167
2017-10-23 12:00:00,0.49682,0.4974,0.476,0.49408,1310165.42718524
2017-10-24 00:00:00,0.49298,0.5291,0.4777,0.523,1666717.99591768
2017-10-24 12:00:00,0.52243,0.528,0.506,0.51227,1309030.39271411
2017-10-25 00:00:00,0.50887,0.5219,0.492,0.503,979724.96323422
2017-10-25 12:00:00,0.50598,0.515,0.4966,0.5054,792963.82653226
2017-10-26 00:00:00,0.5049,0.528,0.5016,0.5275,876189.26746827
2017-10-26 12:00:00,0.5278,0.5278,0.5101,0.51351,651497.95175979
2017-10-27 00:00:00,0.5139,0.5227,0.5,0.5044,1223447.99441183
2017-10-27 12:00:00,0.50419,0.5215,0.5006,0.5215,314768.78547415
2017-10-28 00:00:00,0.5215,0.534,0.5171,0.52423,805667.01837344
2017-10-28 12:00:00,0.5249,0.54064,0.5163,0.53539,1094729.00737158
2017-10-29 00:00:00,0.53557,0.63637,0.535,0.60754,4951529.57537147
2017-10-29 12:00:00,0.6109,0.68,0.59801,0.6651,4697368.47523856
2017-10-30 00:00:00,0.66498,0.747,0.66376,0.6987,6245247.40990356
2017-10-30 12:00:00,0.6987,0.733,0.63998,0.713,4804664.96333352
2017-10-31 00:00:00,0.71199,0.719,0.66701,0.7025,4057375.97544336
2017-10-31 12:00:00,0.70552,0.78338,0.68378,0.78237,4790386.34425402
2017-11-01 00:00:00,0.78064,0.8377,0.752,0.778,8129080.49722003
2017-11-01 12:00:00,0.78,1.3295,0.7731,1.0416,27151823.97776143
2017-11-02 00:00:00,1.046,1.1796,0.9151,1.0326,12882816.81456448
2017-11-02 12:00:00,1.0326,1.3,1.003,1.116,16477376.50294534
2017-11-03 00:00:00,1.1159,1.4196,1.057,1.3419,12698520.85471768
2017-11-03 12:00:00,1.3419,1.3571,1.126,1.195,10422805.42251276
2017-11-04 00:00:00,1.1961,1.2966,1.15,1.216,6589990.52977727
2017-11-04 12:00:00,1.2165,1.265,1.0402,1.1115,9069359.87251095
2017-11-05 00:00:00,1.113,1.125,0.97,1.0279,5216469.23332358
2017-11-05 12:00:00,1.0274,1.1786,0.9712,1.0896,7342959.00384738
2017-11-06 00:00:00,1.0896,1.0896,0.918,1.0407,7378954.89861566
2017-11-06 12:00:00,1.04,1.0761,0.9,0.91532,4265746.43496089
2017-11-07 00:00:00,0.915,0.99,0.915,0.97485,2631609.05248509
2017-11-07 12:00:00,0.97491,0.9958,0.9101,0.9528,3191205.02244414
2017-11-08 00:00:00,0.952,1.1689,0.94057,1.088,7171069.33253261
2017-11-08 12:00:00,1.0881,1.19,1.0346,1.1347,7390789.9732689
2017-11-09 00:00:00,1.1274,1.2142,1.1135,1.153,4646326.68155565
2017-11-09 12:00:00,1.154,1.2075,1.12,1.1732,2817179.05597505
2017-11-10 00:00:00,1.18,1.19,1.1049,1.1099,2625934.13023209
2017-11-10 12:00:00,1.1061,1.1099,0.9801,1.0281,5611907.88563367
2017-11-11 00:00:00,1.0281,1.1134,1.0,1.0626,3085153.1197513
2017-11-11 12:00:00,1.06,1.1995,1.025,1.16,5313132.57889458
2017-11-12 00:00:00,1.1591,1.1895,1.0578,1.1412,4196556.90437559
2017-11-12 12:00:00,1.1398,1.1526,1.0158,1.0872,2903442.26260219
2017-11-13 00:00:00,1.086,1.19,1.0769,1.1711,3364244.59785506
2017-11-13 12:00:00,1.1712,1.1825,1.1419,1.1825,1750742.31956438
2017-11-14 00:00:00,1.182,1.65,1.1807,1.448,17627473.41340241
2017-11-14 12:00:00,1.4455,1.6958,1.396,1.6624,11685639.85899465
2017-11-15 00:00:00,1.671,1.7345,1.5269,1.5895,9043582.0433386
2017-11-15 12:00:00,1.5824,1.6964,1.5106,1.6651,7328280.67358282
2017-11-16 00:00:00,1.667,1.87,1.56,1.814,10951220.06838619
2017-11-16 12:00:00,1.814,1.86,1.5601,1.6717,8619321.96113584
2017-11-17 00:00:00,1.6675,1.8232,1.5872,1.637,6420384.65108617
2017-11-17 12:00:00,1.637,1.7955,1.58,1.7364,5089766.17741631
2017-11-18 00:00:00,1.7358,1.855,1.65,1.7912,5514856.84431584
2017-11-18 12:00:00,1.7854,1.999,1.7789,1.9109,5295993.22351639
2017-11-19 00:00:00,1.915,2.07,1.8675,1.88,5454765.12608484
2017-11-19 12:00:00,1.88,2.0108,1.752,1.8791,6013093.70690315
2017-11-20 00:00:00,1.8793,2.05,1.825,1.8611,5619584.65554459
2017-11-20 12:00:00,1.8614,2.05,1.85,1.9921,4259059.78446558
2017-11-21 00:00:00,1.9914,2.12,1.825,1.9056,8774491.54940699
2017-11-21 12:00:00,1.9121,2.02,1.835,1.91,4431188.37948141
2017-11-22 00:00:00,1.9107,1.99,1.8562,1.8611,3547307.25578907
2017-11-22 12:00:00,1.861,1.9526,1.7602,1.8852,6325598.49252872
2017-11-23 00:00:00,1.8852,1.952,1.85,1.952,3883112.12143051
2017-11-23 12:00:00,1.952,1.985,1.87,1.87,3074976.64778205
2017-11-24 00:00:00,1.8708,1.9099,1.7,1.8408,4697361.28091381
2017-11-24 12:00:00,1.8441,1.9084,1.8008,1.8754,2462052.83838024
2017-11-25 00:00:00,1.8784,1.8859,1.778,1.8497,2895822.08941797
2017-11-25 12:00:00,1.8497,2.07,1.845,2.0528,5089027.36560151
2017-11-26 00:00:00,2.05,2.052,1.9199,2.0033,2455517.08505531
2017-11-26 12:00:00,2.0004,2.7,2.0,2.4577,15568645.70233865
2017-11-27 00:00:00,2.4493,2.832,2.3608,2.7431,10791544.7548784
2017-11-27 12:00:00,2.7488,2.9556,2.657,2.8585,7674065.40211569
2017-11-28 00:00:00,2.8585,3.06,2.7223,3.005,7381633.33944755
2017-11-28 12:00:00,3.0111,3.0112,2.71,2.7997,5919551.88781667
2017-11-29 00:00:00,2.7969,3.322,2.66,3.2889,8514258.14128558
2017-11-29 12:00:00,3.2891,3.3823,2.472,2.7404,13550810.68953296
2017-11-30 00:00:00,2.7399,2.9783,2.62,2.798,5715577.46477329
2017-11-30 12:00:00,2.798,2.8518,2.4336,2.825,6903232.80859329
2017-12-01 00:00:00,2.8395,2.89,2.684,2.8632,3095305.15074982
2017-12-01 12:00:00,2.8633,3.2512,2.8633,3.2223,4657761.75171465
2017-12-02 00:00:00,3.2464,3.788,3.163,3.5219,7831402.72817122
2017-12-02 12:00:00,3.5298,3.98,3.4043,3.9101,7628152.00812263
2017-12-03 00:00:00,3.9137,4.124,3.7111,3.8661,7193039.27352045
2017-12-03 12:00:00,3.8731,3.9745,3.3705,3.5799,6161756.89847744
2017-12-04 00:00:00,3.59,4.2201,3.5334,3.7947,9973262.834048
2017-12-04 12:00:00,3.7963,4.0722,3.4,4.0373,7240003.87851617
2017-12-05 00:00:00,4.0373,4.1,3.69,3.826,4195911.42457837
2017-12-05 12:00:00,3.826,4.5734,3.65,4.25,13589622.9742408
2017-12-06 00:00:00,4.2436,5.121,4.16,4.84,8831678.32048428
2017-12-06 12:00:00,4.8501,4.9,4.2,4.446,5536031.30139147
2017-12-07 00:00:00,4.4284,4.4555,3.26,3.4968,9245858.19537788
2017-12-07 12:00:00,3.4965,4.1113,3.4151,3.861,4914013.41686811
2017-12-08 00:00:00,3.861,4.5,3.51,4.3282,5914336.20170362
2017-12-08 12:00:00,4.326,4.3823,3.9131,4.2197,3155895.70812017
2017-12-09 00:00:00,4.2181,4.643,3.9,4.0863,4712343.37400909
2017-12-09 12:00:00,4.084,4.16,3.682,4.01,4161399.71583164
2017-12-10 00:00:00,4.0101,4.0102,3.4,3.6597,4035926.08953595
2017-12-10 12:00:00,3.6429,3.848,3.51,3.6969,2445293.00156007
2017-12-11 00:00:00,3.6959,4.05,3.6503,3.79,3337486.48431115
2017-12-11 12:00:00,3.8149,4.483,3.81,4.3487,6511419.56039155
2017-12-12 00:00:00,4.3697,4.8826,4.23,4.79,5674409.94500948
2017-12-12 12:00:00,4.7984,5.9134,4.6396,5.0991,9427982.84835409
2017-12-13 00:00:00,5.1171,7.1,4.68,6.3259,22476522.15059109
2017-12-13 12:00:00,6.332,7.28,5.9283,7.2787,11906101.1894421
2017-12-14 00:00:00,7.278,8.4,7.04,8.1799,14303408.56087835
2017-12-14 12:00:00,8.1654,8.7,7.6,8.2,10401369.91268961
2017-12-15 00:00:00,8.2,8.2589,6.51,7.457,9844306.57514419
2017-12-15 12:00:00,7.4661,8.3652,7.3601,7.9322,5024443.50860209
2017-12-16 00:00:00,7.9305,9.3,7.89,9.0692,6664390.6495328
2017-12-16 12:00:00,9.0693,9.1276,8.101,8.35,4934637.96551554
2017-12-17 00:00:00,8.35,9.0,7.942,8.3183,3948022.02352341
2017-12-17 12:00:00,8.3067,8.6,7.81,7.9713,3666029.75746751
2017-12-18 00:00:00,7.9771,8.4819,7.22,8.3722,5443694.27458742
2017-12-18 12:00:00,8.397,8.975,7.8569,8.8832,4938110.03362268
2017-12-19 00:00:00,8.89,11.84,8.65,9.9637,16628659.04584831
2017-12-19 12:00:00,9.9283,12.5,9.8201,11.502,12297266.7202108
2017-12-20 00:00:00,11.491,11.7,9.7,11.349,5021968.83476591
2017-12-20 12:00:00,11.34,11.415,10.15,10.45,3854048.13790647
2017-12-21 00:00:00,10.445,11.88,10.211,10.98,3892105.23680824
2017-12-21 12:00:00,10.994,11.42,9.7,10.65,5212638.90928621
2017-12-22 00:00:00,10.643,10.661,3.0,8.2853,16565129.74527728
2017-12-22 12:00:00,8.2853,8.3038,6.351,7.6721,13584529.96949037
2017-12-23 00:00:00,7.7082,9.12,7.469,9.0997,4721251.77500738
2017-12-23 12:00:00,9.11,9.2538,8.1631,8.2556,3556057.97859184
2017-12-24 00:00:00,8.2425,8.4214,6.828,7.2185,4089484.37220805
