"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2013-11-07,263.5,297.79,262.0,291.0,35703.83903499993
2013-11-08,290.8,334.95,288.89,333.9,22587.48989739995
2013-11-09,333.9,386.0,297.0,338.22941,30872.018576999708
2013-11-10,339.39,340.0,265.11,325.0,35022.977591829505
2013-11-11,322.24,357.95,311.56,344.27,10389.987992850036
2013-11-12,347.0,400.0,340.0,354.96,13163.952628200035
2013-11-13,355.45,414.73,355.45,399.9,13150.855184540078
2013-11-14,399.89,423.5,392.8,413.53499,14424.461861260084
2013-11-15,415.16,439.94,388.011,412.0,17611.60025431023
2013-11-16,412.0,448.95,410.0,434.52,9971.61084252013
2013-11-17,434.53,499.99,434.53,492.0,9939.605549580221
2013-11-18,492.39,775.0,490.11,689.0,22783.134565929584
2013-11-19,690.0,909.0,360.0,537.0,36107.292589808974
2013-11-20,535.01,630.0,450.01,599.12,27939.09199297966
2013-11-21,599.12,745.0,589.9,730.0,17157.12553400013
2013-11-22,727.0301,839.77,682.32,806.3,12996.995289360082
2013-11-23,815.0,886.876543,775.0,847.666666,9697.729575360123
2013-11-24,847.5,860.0,745.0,815.0,11931.468818790134
2013-11-25,814.16,844.579,768.0,818.98,9443.714091790052
2013-11-26,813.14,960.0,800.0,952.0,10075.597245590068
2013-11-27,955.01,969.99,894.0,963.0,13045.782241860139
2013-11-28,962.01,1050.34,945.0,1016.1,9436.590983620064
2013-11-29,1015.79,1142.0,999.12,1132.0,9112.60453110012
2013-11-30,1131.0,1171.25,1090.0,1119.52,4977.059406070034
2013-12-01,1119.8,1126.0,780.0,955.0,31224.84780544965
2013-12-02,950.2601,1059.0,936.0,1037.07,12076.809572390084
2013-12-03,1037.11,1089.88,1000.0,1055.0,5606.717567200016
2013-12-04,1055.0,1175.0,1051.0,1138.5,6797.527315430033
2013-12-05,1135.0,1141.0,848.42,1023.87,23511.645997600135
2013-12-06,1029.02,1032.04,790.0,820.0,28781.871316809284
2013-12-07,815.0,842.23,538.0,693.0,43628.16925120942
2013-12-08,692.99,790.39,650.0,784.9,13381.650943720095
2013-12-09,786.0,901.0,767.21,899.01,15615.239910150194
2013-12-10,899.94,992.0,895.0,983.0,11644.110079620128
2013-12-11,982.9697,990.0,804.26,879.3,15622.933990440075
2013-12-12,879.4,893.97,838.0,873.0,8407.605301740046
2013-12-13,872.97,923.71,850.02,885.02,9499.237050980004
2013-12-14,885.1,888.8970413,840.0,850.78,4137.407132819994
2013-12-15,854.98,871.8845,805.0,859.71,11388.01317825032
2013-12-16,860.33,864.0,650.9088,690.0,28828.672244709836
2013-12-17,690.0,751.0,613.0,675.0,24688.82978812997
2013-12-18,675.0,679.038754,381.51,520.01,80358.81419142886
2013-12-19,519.74,700.0,491.0,684.99,37418.633264790216
2013-12-20,685.0,721.0,570.0,609.01,26056.050911078702
2013-12-21,608.77,649.0,568.0,595.03,12661.238272620301
2013-12-22,595.06,674.39,574.0123,614.999,13689.703312960244
2013-12-23,612.66,669.0,608.01,654.76,8550.81498574018
2013-12-24,654.76,670.0,627.0,651.83,6806.6433429500685
2013-12-25,653.57,681.0,635.0,679.5,3822.4551695999867
2013-12-26,680.78,764.0,677.0,757.3889,18161.485274850136
2013-12-27,748.48,763.0,704.0123,720.61,11270.522044560053
2013-12-28,724.75,740.01,690.0,712.2,10090.227559100058
2013-12-29,715.01,732.0,700.0123,728.3,6131.655682009994
2013-12-30,726.82,740.62618,724.73,736.5,4234.640654290006
2013-12-31,735.5,740.0,710.02,729.99,8561.289440570086
2014-01-01,730.24,757.0,730.24,754.22,5883.99695487001
2014-01-02,751.88,800.0,742.52,784.34,9584.914533530084
2014-01-03,784.12,818.99,768.0,807.0,10253.887743640118
2014-01-04,808.5,830.4,791.04,829.0,10768.597887330123
2014-01-05,829.9,939.8,825.0,905.36,18946.65709160994
2014-01-06,905.0,995.0,875.181,919.24,21038.62548686984
2014-01-07,915.7,943.15,781.0,781.0,25356.840649809303
2014-01-08,785.01,849.0,765.0,824.89,20372.531727689955
2014-01-09,824.89,846.35,779.99,826.2,15871.60252311025
2014-01-10,825.5,860.64,799.98,853.02,8011.793368300049
2014-01-11,850.0,915.0,848.0,896.59,10520.596071380181
2014-01-12,898.5,906.0,824.45143,842.1,10376.84343691013
2014-01-13,842.01,844.68,784.0,824.5,14308.708705180241
2014-01-14,823.17,836.99,802.3,816.0,4816.783621080026
2014-01-15,816.0,850.25,811.25,842.111,7238.156980860069
2014-01-16,842.101,847.68,812.48,812.48,3686.649581240004
2014-01-17,812.48,820.22,765.03,800.0,11514.717866400286
2014-01-18,798.99,820.0,794.93,811.22,3987.647769870015
2014-01-19,811.2,842.0,794.41,841.11,6661.725512150129
2014-01-20,842.07,844.99,815.01,827.11,5520.237304620055
2014-01-21,826.02,834.17,813.6,824.34,2891.5002399100044
2014-01-22,824.89,826.5,803.1,818.0,2938.54753894001
2014-01-23,817.99,823.0,802.52,811.01,2838.9796116500047
2014-01-24,811.01,812.7689,767.23,778.0,11262.94239146022
2014-01-25,778.13,817.0,774.38,805.4,4713.798033810023
2014-01-26,806.81,836.7318,794.64,815.0,7513.570533680044
2014-01-27,815.0,824.9999,726.5,750.0,15629.68186936023
2014-01-28,748.123,814.5,741.214,784.0001,13647.500264350227
2014-01-29,785.0,805.0,781.4417,791.56,3865.881678760033
2014-01-30,792.69,812.65489,770.0,801.5,8205.382344480058
2014-01-31,799.5,809.6746,793.0,803.5,3912.044572699998
2014-02-01,803.58,829.0,801.0,812.5211,4537.374390300001
2014-02-02,815.52,827.2,811.0,814.222,3149.537158990005
2014-02-03,814.222,815.2,798.5,806.01,3446.6951527200026
2014-02-04,806.01,814.4,795.2,802.69,3363.6333192200004
2014-02-05,800.0,807.48,777.85,778.03,5215.2801681800165
2014-02-06,782.0,829.0,678.03,763.11,21114.519128129985
2014-02-07,763.99,764.0,620.0,702.0,42788.42467523951
2014-02-08,702.0,723.97,667.0,680.49,11122.256599310113
2014-02-09,680.49,728.89934978,666.53,689.0,12068.699384190068
2014-02-10,686.11000001,703.0,200.0,686.8313,41511.80312123953
2014-02-11,686.0,721.35,631.2,674.5,39535.07122796955
2014-02-12,674.5,684.9,642.0,652.05,12849.018104100147
2014-02-13,652.01,658.9899,603.43,605.5,17145.878630940228
2014-02-14,605.6,710.0,535.0,668.0,53681.715135878905
2014-02-15,668.51,670.99,633.3,651.92,10825.1136829301
2014-02-16,654.78,670.9999,585.0,621.0,16745.73151299008
2014-02-17,622.19,664.0,611.0,630.0,15689.952436450109
2014-02-18,630.0,651.3,611.304999,627.95,8466.246149790133
2014-02-19,627.95,636.85,617.89,621.75,4709.120405240045
2014-02-20,624.0,629.0,561.0,561.2,25273.82887190948
2014-02-21,561.4,588.48969696,530.0,580.0,28461.845583439663
2014-02-22,580.99,619.0,562.0,608.7,14729.974858170157
2014-02-23,610.26,644.93,601.0,607.15175,15800.308571280137
2014-02-24,606.1111,614.89,531.1,535.9999,34116.36009537961
2014-02-25,533.01,549.0,400.0,534.6,94547.09799394151
2014-02-26,534.69,609.0,526.7501,584.0,37713.73100514951
2014-02-27,586.49,601.2,568.75,583.89,12035.795728819672
2014-02-28,582.01,591.18,545.0,554.25,15293.342383790095
2014-03-01,552.26,577.25,540.2044,568.75,8617.721637510076
2014-03-02,566.5,572.24,555.161,565.37191,3126.2185968400095
2014-03-03,566.0,719.25,563.0,680.98,50919.54169329012
2014-03-04,680.98,703.85,658.5,672.0,25025.608161719527
2014-03-05,672.59999999,678.9999,651.21,669.61,8381.318000060102
2014-03-06,669.61,676.43,648.7,668.0,7057.99015509007
2014-03-07,667.0,669.0,616.23,631.01,17234.696282309902
2014-03-08,632.99999999,639.999,600.6,616.8001,10971.437405330073
2014-03-09,616.9,654.999,610.25,638.5,8290.108668070057
2014-03-10,638.52,648.3,606.0,626.9801,11575.115673160057
2014-03-11,626.9801,641.9999,615.31,634.01,3634.0808200000083
2014-03-12,634.01,654.0,631.0,636.2296,7287.424688260084
2014-03-13,636.10235,648.0,634.5001,644.18,3312.9606755300283
2014-03-14,643.1,645.0,623.5,627.98,5526.435395300013
2014-03-15,628.89,639.8899,626.3,635.45,1735.629361430003
2014-03-16,635.45,638.0,628.5801,633.0,1902.571185060003
2014-03-17,632.0,632.5,619.2,623.8,3761.8436880199924
2014-03-18,623.8,623.8,600.0,615.5999,7736.268284850014
2014-03-19,615.5999,622.2,605.9841,609.0,3436.667901929993
2014-03-20,608.9841,609.0,584.0,586.5551,8100.060636100053
2014-03-21,588.8294,605.96,555.5,570.9999,19202.284553409834
2014-03-22,570.9798,574.24,550.09,563.0,6731.315742180033
2014-03-23,563.0,571.0,555.0,558.0,4833.223373840042
2014-03-24,557.8884,590.0,550.5,585.6587,9275.287687320237
2014-03-25,584.9899,586.0,568.55,583.9899,4902.034030560133
2014-03-26,583.89,593.25,566.51,576.6,7649.230713540164
2014-03-27,577.9999,579.4799,465.0,474.0,41023.55166030982
2014-03-28,475.0,533.36,470.0,502.25,35985.21421179936
2014-03-29,502.4996,507.99,485.45,492.4398,4635.166855580054
2014-03-30,490.01,491.9999,436.2,460.9999,26151.130134719566
2014-03-31,460.6,488.0,436.1,456.9899,22069.336965839957
2014-04-01,456.3,513.9,453.4,479.9181,19999.30851216009
2014-04-02,477.53,496.2,431.2,437.2203,29119.104617599827
2014-04-03,436.5301,463.0,415.46,447.9999,24590.406497779764
2014-04-04,447.1161,458.5899,430.2,447.0211,10562.85726875013
2014-04-05,448.001,464.5,444.395,463.99,4573.757416050061
2014-04-06,463.5,465.9998,450.0,458.78,2952.406606150046
2014-04-07,458.6,461.0,445.05,446.58,6147.4760022300925
2014-04-08,445.222,458.8,445.01,452.3849,4860.845504760018
2014-04-09,452.3849,455.13590891,440.0536,442.45,4167.0906067200185
2014-04-10,442.4499,442.8689,357.0,364.2,45002.969549549394
2014-04-11,364.04989,433.6,340.0,421.0,38705.556918510134
2014-04-12,421.999,441.0,413.0741,423.3,10732.240828830127
2014-04-13,422.2001,428.2,400.0,418.0,10265.683689200123
2014-04-14,417.6,478.0,406.4,460.0,29763.39750504016
2014-04-15,460.0,526.995,452.0,519.0,24214.573317800336
2014-04-16,519.11,547.0,495.0,531.25,29218.850766589425
2014-04-17,531.25,535.7499,486.1,498.10000001,18285.63177065997
2014-04-18,499.0,503.9999,474.25,480.044,9730.4747878101
2014-04-19,480.044,513.9899,473.83,504.999999,9063.48907105015
2014-04-20,504.99999,517.995,492.2,500.9501,4760.82881705001
2014-04-21,501.3551,515.646,485.0,495.39,8179.333264680068
2014-04-22,499.25,506.0,488.0,489.2503,3570.3463342499863
2014-04-23,491.69999999,496.0,482.88,491.78,4187.173518740032
2014-04-24,492.08,504.96,480.16,503.7,5017.14446629004
2014-04-25,503.7,504.96,441.3,464.33566,30667.921325539613
2014-04-26,464.33566,469.19,449.8001,460.0,7835.67783029011
2014-04-27,459.01,465.6,427.55,429.99,7849.479429970054
2014-04-28,429.99,450.0,423.11,441.38999999,15283.03446583012
2014-04-29,441.39,454.0,434.0,446.53,7573.2009237601105
2014-04-30,446.53,453.9899,432.0,449.0201,7046.949547620213
2014-05-01,449.0201,463.53,448.82,459.4102,5144.923167540039
2014-05-02,461.11992999,461.11992999,443.0,452.0,3751.5883235000288
2014-05-03,451.99,451.9999,430.0,439.7398,7602.430302030037
2014-05-04,439.7297,441.4999,429.0,435.0413,4220.915322710013
2014-05-05,438.58799899,444.4,425.5999,432.389,5435.54300037005
2014-05-06,431.6,435.39,419.4,429.7,6965.03137807006
2014-05-07,430.0,453.6,424.2487,440.43,11189.817239100037
2014-05-08,440.0,450.59,437.69,438.5,3456.9212552100344
2014-05-09,438.2,456.6,438.2,454.0,3062.890604140072
2014-05-10,453.99,459.65,448.2,456.09,3674.9962893500838
2014-05-11,456.11,458.4,430.0,437.97,10720.635024170137
2014-05-12,437.45,442.0,431.8,440.0,3450.847537090018
2014-05-13,440.0,440.9,434.01,438.81,2044.091982029989
2014-05-14,438.81,448.0,438.47,445.0,3104.611202760023
2014-05-15,444.03,451.4,444.0,447.58,1648.498046939995
2014-05-16,447.58,453.0,443.4,448.6,1707.2166771099953
2014-05-17,448.6,450.0,446.83,449.03,907.0058886999997
2014-05-18,449.04,449.11,445.5,447.4,773.0236538099991
2014-05-19,447.6,448.5,444.1,447.0,1423.9288667599997
2014-05-20,446.89,498.68,446.0,491.35,21176.512576639987
2014-05-21,490.62,501.0,489.5,494.99,7206.26246587005
2014-05-22,495.0,530.0,492.25,528.85,17215.750792069994
2014-05-23,528.85,544.78,521.11,523.57,16725.89265600018
2014-05-24,523.61,529.75,514.25,528.0,4544.3046182000335
2014-05-25,528.92,586.0,528.92,573.99,32267.796052699807
2014-05-26,574.55,593.3,566.21,586.0,16378.651125279976
2014-05-27,586.69,597.3,551.0,576.08,18029.67912571997
2014-05-28,573.6,583.5,565.0,578.77,7636.657096590007
2014-05-29,580.0,583.0,563.0,569.5,7828.158629500014
2014-05-30,569.85,630.0,569.85,621.0,23195.080147479748
2014-05-31,620.9,629.0,610.02,626.21,7149.497828790038
2014-06-01,627.01,680.0,618.01,626.42,34401.3101483098
2014-06-02,631.97,679.8,615.0,667.11,21044.80880500998
2014-06-03,667.78,685.0,652.16,674.0,19813.481510119946
2014-06-04,670.84,672.97,620.0,642.0,27560.751748769384
2014-06-05,642.0,672.0,641.0,660.9,9921.587478660102
2014-06-06,660.99,664.94,646.8,649.39,5622.645594870037
2014-06-07,649.35,659.4,637.01,657.21,6596.498090850045
2014-06-08,657.21,664.5,652.5,658.7,3644.1827897300072
2014-06-09,658.7,661.99,639.06,650.3,6794.571925950046
2014-06-10,650.3,672.0,646.0,657.0,6898.769842990019
2014-06-11,657.0,666.5,635.11,637.6,11459.660741940079
